celsr1b	ZDB-GENE-050823-4
si:dkey-13n15.11	ZDB-GENE-070705-295
sap30l	ZDB-GENE-030131-5287
rbx1	ZDB-GENE-041008-106
htr7a	ZDB-GENE-130530-666
CABZ01052570.1	
pdlim2	ZDB-GENE-070308-4
RGS9BP	
tasora	ZDB-GENE-030131-6444
CR847936.6	
ERBB4	
kcnh1a	ZDB-GENE-061226-1
mbd1a	ZDB-GENE-030131-4214
dnajc5b	ZDB-GENE-050413-1
si:dkey-9l20.3	ZDB-GENE-090313-369
taar18c	
CU469530.2	
bcl2l11	ZDB-GENE-081008-1
agtpbp1	ZDB-GENE-081104-267
CR396590.6	
arglu1b	ZDB-GENE-040426-736
scpep1	ZDB-GENE-040426-890
hdac8	ZDB-GENE-040426-2772
mrps31	ZDB-GENE-030131-3715
ubap1la	ZDB-GENE-131127-353
FRMD7	
plppr2a	ZDB-GENE-040426-1171
cmtm4	ZDB-GENE-040718-195
zdhhc16b	ZDB-GENE-040426-1301
CR762497.2	
gsdmea	ZDB-GENE-120215-186
npdc1b	ZDB-GENE-140106-58
ftr14l	ZDB-GENE-090312-123
psmb7	ZDB-GENE-001208-4
man2a2	ZDB-GENE-110331-1
CR381657.5	
trim35-14	ZDB-GENE-110920-6
supt4h1	ZDB-GENE-040718-214
CABZ01085626.1	
mst1	ZDB-GENE-020806-3
mrpl11	ZDB-GENE-040718-294
ifnlr1	ZDB-GENE-071120-5
got1	ZDB-GENE-040426-2003
si:dkey-283b15.2	ZDB-GENE-100921-93
itgb8	ZDB-GENE-071213-3
BX957252.1	
cep70	ZDB-GENE-070705-311
tent2	ZDB-GENE-050522-536
si:zfos-452g4.1	
CU693368.5	
acsl3a	ZDB-GENE-050420-181
BX005073.2	
slc4a2b	ZDB-GENE-030429-14
FP009765.1	
CR385053.2	
si:ch73-15b2.5	ZDB-GENE-030131-5406
zgc:136858	ZDB-GENE-060421-6632
tradv5.0.2	
ptbp2b	ZDB-GENE-060810-49
stk17al	ZDB-GENE-061103-427
slc7a8a	ZDB-GENE-121120-2
sfxn1	ZDB-GENE-040801-45
asmt2	ZDB-GENE-070410-45
pxylp1	ZDB-GENE-040718-127
prelp	ZDB-GENE-080327-24
zgc:174357	ZDB-GENE-071004-122
reps1	ZDB-GENE-030131-9536
psen1	ZDB-GENE-991119-4
FP236318.2	
scg2b	ZDB-GENE-061103-160
zgc:195245	ZDB-GENE-081022-200
grn2	
CU062487.2	
opn7a	ZDB-GENE-140106-15
CR376724.1	
CU571320.1	
BX005424.1	
tbp	ZDB-GENE-030616-563
si:dkey-7l6.3	ZDB-GENE-070912-586
zgc:64106	ZDB-GENE-040426-1370
zcchc4	ZDB-GENE-080204-65
klf2a	ZDB-GENE-011109-1
si:dkey-53k12.1	
FP245452.2	
krit1	ZDB-GENE-030131-555
ube2kb	ZDB-GENE-980605-9
spx	ZDB-GENE-041210-158
cad	ZDB-GENE-021030-4
mcoln1a	ZDB-GENE-040426-2704
mphosph10	ZDB-GENE-030131-2146
CR450798.1	
BX664742.3	
si:ch73-305o9.3	
f13a1b	ZDB-GENE-030131-9634
apc2	ZDB-GENE-090422-1
klhl41b	ZDB-GENE-030131-9875
AL929029.5	
si:ch211-214b16.3	
ndel1b	ZDB-GENE-030131-5889
enox2	ZDB-GENE-140106-157
cyb5d2	ZDB-GENE-050506-83
zgc:171717	ZDB-GENE-071004-25
CABZ01044767.1	
BX324166.3	
CR786578.1	
apela	ZDB-GENE-090313-116
pdx1	ZDB-GENE-990415-122
eif5	ZDB-GENE-030131-975
rps6ka1	ZDB-GENE-060929-516
map2k6	ZDB-GENE-010202-3
pvalb5	ZDB-GENE-050417-336
krt1-c5	ZDB-GENE-060316-3
si:ch211-63p21.1	ZDB-GENE-141216-443
zdhhc6	ZDB-GENE-030131-3189
znf1116	
CU459075.1	
napsa	ZDB-GENE-030131-8690
sult3st4	ZDB-GENE-050913-17
slco1e1	ZDB-GENE-100818-2
tiam1b	ZDB-GENE-120221-1
C5H2orf42	
dre-mir-732	
BX649335.1	
coa7	ZDB-GENE-041014-16
ighv8-1	
prorp	ZDB-GENE-100618-4
zgc:113336	ZDB-GENE-050320-55
gtf2a1	ZDB-GENE-030131-2694
si:dkeyp-82h4.1	
mhc2bl	ZDB-GENE-030616-99
BX322657.1	
myo7ab	ZDB-GENE-091110-4
pphln1	ZDB-GENE-030131-1873
npm1a	ZDB-GENE-021028-1
BX649433.1	
ube2g2	ZDB-GENE-050417-288
BX005308.2	
il13ra1	ZDB-GENE-060503-103
LO017954.1	
GNPAT	
abi3a	ZDB-GENE-060929-958
si:ch73-109d9.3	ZDB-GENE-141212-331
BX571711.17	
tnrc6c2	ZDB-GENE-061207-48
bcl2l1	ZDB-GENE-010730-1
si:dkey-57c22.1	
r3hcc1l	ZDB-GENE-030131-4156
wdr44	ZDB-GENE-030131-9549
zgc:174703	ZDB-GENE-080208-4
dlgap1b	ZDB-GENE-091116-98
pimr52	ZDB-GENE-070912-460
LO017843.1	
gabrr1	ZDB-GENE-040724-212
glrx	ZDB-GENE-041010-11
AL929229.2	
TMCC1	
atp5mc1	ZDB-GENE-040426-1966
si:ch211-15j1.4	ZDB-GENE-081031-6
tbc1d17	ZDB-GENE-050522-79
KCNIP4	
dnajc6	ZDB-GENE-080104-2
CU019632.1	
ces2b	ZDB-GENE-041014-96
nr0b2b	ZDB-GENE-080403-9
BX682557.1	
CR392330.1	
adgrl2b.1	ZDB-GENE-130116-4
casp21	ZDB-GENE-190425-1
BX927257.1	
ephb2a	ZDB-GENE-070713-2
FP067442.1	
CR450827.3	
si:ch211-238e22.4	ZDB-GENE-030131-3632
ighv10-1	ZDB-GENE-040514-34
cep120	ZDB-GENE-140106-268
GALNT3	
BX255917.1	
tubb4b	ZDB-GENE-030131-8625
ptcd2	ZDB-GENE-050417-82
CABZ01068356.1	
cln6b	ZDB-GENE-110623-6
ANGPTL2	
rnd3b	ZDB-GENE-040718-331
itpkcb	ZDB-GENE-080225-27
slc4a7	ZDB-GENE-140106-104
pex11b	ZDB-GENE-060825-289
trdj1	
hmx3b	ZDB-GENE-130603-102
zgc:194839	ZDB-GENE-081022-153
CR759841.1	
desma	ZDB-GENE-980526-221
CU464134.1	
BX510316.1	
ogdhl	ZDB-GENE-111201-4
sptb	ZDB-GENE-000906-1
far1	ZDB-GENE-040426-2908
zgc:101699	ZDB-GENE-041114-140
abcc6a	ZDB-GENE-050517-18
kif22	ZDB-GENE-080204-34
lepr	ZDB-GENE-080104-1
sycn.3	ZDB-GENE-161220-1
tmem129	ZDB-GENE-040426-2796
si:ch73-158p21.2	ZDB-GENE-161017-23
dre-mir-155	
pdzph1	
SCYL2	
nudt4a	ZDB-GENE-031010-33
ek1	ZDB-GENE-990415-58
CU683900.2	
CU571318.1	
znf1163	
angpt1	ZDB-GENE-010817-1
BX005398.2	
znf1083	
ndufv1	ZDB-GENE-040808-73
fam210ab	ZDB-GENE-050306-43
LO018557.1	
CR545469.2	
CR936322.2	
s1pr2	ZDB-GENE-020123-2
tbx5b	ZDB-GENE-060601-2
magixa	ZDB-GENE-060503-115
or108-1	
BX294389.1	
kdf1b	ZDB-GENE-100922-285
CT027676.1	
si:ch211-174j14.2	ZDB-GENE-050419-63
snapc2	ZDB-GENE-120328-2
tsr3	ZDB-GENE-040718-63
dlb	ZDB-GENE-980526-114
CR854832.1	
slc8a1b	ZDB-GENE-060110-3
BX511108.1	
zgc:66440	
kcnip1b	ZDB-GENE-041212-57
il17ra1b	
theg	
CR387996.1	
frmd4ba	ZDB-GENE-130412-1
CR855389.2	
CR626882.2	
CR388206.17	
pou2f1b	ZDB-GENE-030131-2422
tafa4a	
si:dkey-28d5.14	ZDB-GENE-060503-730
socs6a	ZDB-GENE-080722-35
ggact.3	ZDB-GENE-070424-26
tspo	ZDB-GENE-041010-125
acp6	ZDB-GENE-050208-290
si:dkeyp-55f12.3	ZDB-GENE-041001-118
immt	ZDB-GENE-030131-5417
ntd5	ZDB-GENE-031030-7
si:dkey-183c6.7	ZDB-GENE-160728-81
BX901889.3	
fmnl1a	ZDB-GENE-120215-83
BX005068.1	
emsy	ZDB-GENE-030131-7832
ubox5	ZDB-GENE-110411-166
FP236789.2	
BX294100.2	
hpxa	ZDB-GENE-030131-5773
BX649448.2	
si:ch211-181d7.3	
oit3	ZDB-GENE-130530-907
laptm5	ZDB-GENE-170303-1
BX957278.1	
slc6a22.2	ZDB-GENE-030616-628
CABZ01079550.1	
loxl2a	ZDB-GENE-070818-1
ccl39a.10	
kcnj19b	ZDB-GENE-121214-60
si:dkey-156k2.8	
lrit2	ZDB-GENE-050522-160
ikbke	ZDB-GENE-040718-251
mrpl57	ZDB-GENE-040426-1745
BX927164.1	
si:dkey-42l23.9	
CABZ01030291.1	
oca2	ZDB-GENE-070718-4
pyya	ZDB-GENE-980526-71
CR407547.1	
akap1b	ZDB-GENE-030131-6844
CABZ01068362.1	
stard13b	ZDB-GENE-050506-146
BX510360.1	
CR384085.1	
C4H12orf66	
syvn1	ZDB-GENE-030131-7166
tmcc1b	ZDB-GENE-061013-154
BX640595.1	
apcdd1l	ZDB-GENE-121022-3
yeats2	ZDB-GENE-081104-292
BX681417.23	
CU469531.2	
tmem144a	ZDB-GENE-040822-12
hltf	ZDB-GENE-030131-3306
dre-mir-217	
BX537274.1	
erh	ZDB-GENE-990415-57
atg7	ZDB-GENE-030131-1633
arsia	ZDB-GENE-140106-141
BX571942.1	
CABZ01083504.1	
hdhd2	ZDB-GENE-050320-37
CR931980.1	
rfx1b	ZDB-GENE-041008-101
CR954226.1	
prdm10	ZDB-GENE-050419-74
CR388392.1	
si:ch211-226f6.1	
il12ba	ZDB-GENE-050525-3
lum	ZDB-GENE-040625-24
FO704898.1	
CR388092.1	
BX649399.9	
clip2	ZDB-GENE-100727-3
pmp22b	ZDB-GENE-060421-4337
CR356227.10	
ighj2-5	
mtnr1ab	ZDB-GENE-080107-4
si:dkeyp-73d8.9	ZDB-GENE-070912-685
kif5ba	ZDB-GENE-070629-2
efna2a	ZDB-GENE-990415-66
urp2	ZDB-GENE-110718-3
BX005280.1	
si:dkey-199f5.8	ZDB-GENE-030131-4733
BX005194.1	
si:ch211-208k15.1	
si:ch211-277c7.6	
si:ch211-170d8.2	ZDB-GENE-030328-34
map4k2	ZDB-GENE-030616-163
pllp	ZDB-GENE-050419-195
amer1	ZDB-GENE-070719-2
CABZ01034722.1	
apobb.2	ZDB-GENE-070705-554
si:ch211-155o21.4	
si:ch211-212d10.2	ZDB-GENE-050208-516
znf451	ZDB-GENE-081107-14
b4galt3	ZDB-GENE-110624-1
si:ch211-212k5.1	
CABZ01055168.1	
lsm4	ZDB-GENE-040426-1652
zgc:92907	ZDB-GENE-040718-161
si:ch73-233f7.8	
CT737185.1	
cnnm2b	ZDB-GENE-090311-26
eif3jb	ZDB-GENE-040426-2900
BX927308.2	
dnajc18	ZDB-GENE-030131-8019
supt16h	ZDB-GENE-031118-96
AL928845.1	
c1qtnf4	ZDB-GENE-050417-198
sdr16c5a	ZDB-GENE-040426-2049
fam83d	ZDB-GENE-041111-264
CU062431.1	
zgc:66427	ZDB-GENE-040426-1913
si:dkey-16p19.5	
pth1a	ZDB-GENE-040623-1
thap4	ZDB-GENE-070912-5
dffa	ZDB-GENE-040718-376
BX649327.1	
stxbp3	ZDB-GENE-040426-2833
mkrn1	ZDB-GENE-020213-1
elf3	ZDB-GENE-030131-8760
si:ch211-207e14.4	ZDB-GENE-030131-3405
FP015808.1	
bicdl1	
trappc6b	ZDB-GENE-041010-122
mef2d	ZDB-GENE-990415-164
bcl2b	ZDB-GENE-110411-185
mtg2	ZDB-GENE-030131-2209
arhgef28b	
dus4l	ZDB-GENE-040801-233
atg16l1	ZDB-GENE-050417-401
znfl1c	
BX901918.3	
chchd3a	ZDB-GENE-030131-5005
ripply1	ZDB-GENE-060113-1
si:ch211-223a21.6	
sp100.2	
dnajc16	ZDB-GENE-130530-683
CU651595.1	
prph2la	ZDB-GENE-130530-548
BX511100.5	
BX936386.1	
BX005228.2	
p2ry1	ZDB-GENE-121004-2
si:dkey-161l11.76	
XPO5	
si:dkey-282h22.5	ZDB-GENE-091204-220
asf1ba	ZDB-GENE-031118-197
BX324202.1	
camsap2b	
brk1	ZDB-GENE-040625-77
slc2a12	ZDB-GENE-040426-1513
CU207238.1	
unm_sa808	
BX682556.3	
calhm5.2	
sbds	ZDB-GENE-040426-1116
CR356223.2	
ces2a	ZDB-GENE-061013-99
BX914219.3	
BX465836.1	
kdm7aa	ZDB-GENE-030131-9829
tmem177	ZDB-GENE-030131-993
il17a-f3	ZDB-GENE-041001-192
pbld2	ZDB-GENE-050417-456
slc44a1b	ZDB-GENE-050309-63
CU019562.2	
slc25a47a	ZDB-GENE-060616-266
cirbpa	ZDB-GENE-050417-329
si:ch211-106g8.54	
ppp1r12a	ZDB-GENE-041011-3
BX649328.3	
CR847571.2	
zgc:194686	
fbxl3b	ZDB-GENE-041010-178
BX571954.2	
st6galnac1.2	ZDB-GENE-041014-161
mat2aa	ZDB-GENE-030131-2049
has2	ZDB-GENE-020828-1
CU459094.1	
CR847534.1	
tuba8l2	ZDB-GENE-040426-1646
rwdd3	ZDB-GENE-040426-1723
dynlt3	ZDB-GENE-040927-24
BX571813.7	
dnajc30b	ZDB-GENE-131121-532
BX000700.25	
CR354549.4	
dact1	ZDB-GENE-040623-3
BX469926.2	
pigv	ZDB-GENE-121116-1
calca	ZDB-GENE-040718-173
col15a1b	ZDB-GENE-070912-689
ANOS1	
pdzd11	ZDB-GENE-040426-2544
si:dkey-10f21.4	ZDB-GENE-070912-350
cx34.5	
CR626886.2	
si:ch211-106j21.2	
BX323994.1	
serpinb1l1	ZDB-GENE-040715-5
hrh2a	ZDB-GENE-070531-4
kbtbd8	ZDB-GENE-030114-8
snx33	ZDB-GENE-041111-209
hk1	ZDB-GENE-040426-2848
il16	ZDB-GENE-130103-3
CR556709.1	
zgc:112492	
rgs13	
AL929512.1	
rpl6	ZDB-GENE-030131-8671
CABZ01032906.1	
BX088712.11	
nek4	ZDB-GENE-040426-1392
atp10d	ZDB-GENE-090313-231
ywhabb	ZDB-GENE-040426-2160
slc33a1	ZDB-GENE-040426-1241
prss23	ZDB-GENE-030131-9149
tradv31.0	
senp6b	ZDB-GENE-030131-6330
si:ch211-226h7.8	
CR450808.4	
znf1126	
dusp12	ZDB-GENE-050626-91
mars2	ZDB-GENE-111201-1
sgsm1a	ZDB-GENE-060526-379
SLC16A3	
mir196a-2	ZDB-MIRNAG-041217-20
CU459186.1	
CT737184.2	
gpr184	ZDB-GENE-060929-1218
si:dkey-72l14.3	ZDB-GENE-060526-332
clk4a	ZDB-GENE-030131-576
tradv24.0.4	
cse1l	ZDB-GENE-990603-1
si:ch211-214k5.3	
cacng5a	ZDB-GENE-120104-4
BX323087.1	
yju2	ZDB-GENE-040426-841
BX927365.3	
cldnc	
rab35b	ZDB-GENE-040801-62
BX908777.1	
sema3aa	ZDB-GENE-991209-3
CU570894.2	
pih1d3	
AL807749.2	
BX897739.1	
CABZ01043508.1	
slc30a10	ZDB-GENE-060608-2
rbp4	ZDB-GENE-000210-19
cx31.7	
parietopsin	ZDB-GENE-101129-2
BX510986.1	
nadkb	ZDB-GENE-061103-433
nitr3b	ZDB-GENE-001106-16
igf3	ZDB-GENE-080611-1
CR538727.1	
mlip	ZDB-GENE-041111-277
si:ch211-152p23.2	
cthrc1a	ZDB-GENE-040808-22
abcg5	ZDB-GENE-050517-40
pja2	ZDB-GENE-060526-337
BX005056.2	
nfr	ZDB-GENE-100715-1
si:dkeyp-68b7.7	ZDB-GENE-070912-672
prcc	ZDB-GENE-070717-1
pcdh1gc5	ZDB-GENE-041118-16
pdia7	ZDB-GENE-040426-2238
CU138548.3	
wdcp	ZDB-GENE-050320-107
BX000700.19	
otud5a	ZDB-GENE-030616-61
tusc2b	ZDB-GENE-040718-99
si:dkey-65j4.2	ZDB-GENE-141219-43
cacnb1	ZDB-GENE-040718-399
BX663521.2	
tph1a	ZDB-GENE-030317-1
si:ch211-147a11.3	ZDB-GENE-060503-102
BX296538.1	
CR749163.2	
ggact.1	ZDB-GENE-061103-94
rnaseh2b	ZDB-GENE-040426-1090
nfil3-4	ZDB-GENE-070424-214
lrfn5b	ZDB-GENE-080327-20
caprin2	ZDB-GENE-040812-2
ipo11	ZDB-GENE-040711-1
si:ch211-226m16.3	
plch2b	ZDB-GENE-101112-1
CR626887.3	
bcas3	ZDB-GENE-040426-1257
BX544877.2	
mfsd2ab	ZDB-GENE-040801-89
lrrc18a	ZDB-GENE-090313-323
BX004769.2	
spink2.2	ZDB-GENE-141216-292
CR382327.1	
BX000981.6	
uprt	ZDB-GENE-040426-2411
rac1a	ZDB-GENE-030131-5415
trmt11	ZDB-GENE-040426-953
dennd4c	ZDB-GENE-120727-13
prss59.1	ZDB-GENE-030131-1173
fer1l4	ZDB-GENE-130530-815
BX548047.1	
BX649423.3	
CU929312.1	
CT737190.2	
acsl2	ZDB-GENE-130530-851
BX511100.2	
glsb	ZDB-GENE-030616-550
BX470083.3	
si:dkey-76b14.2	
si:ch211-116o3.5	ZDB-GENE-030131-4627
zgc:171704	ZDB-GENE-070820-16
si:dkeyp-3f10.14	
sec22bb	ZDB-GENE-030131-5488
tcerg1a	ZDB-GENE-030131-1791
prkaa1	ZDB-GENE-030325-1
hoxc13b	ZDB-GENE-000822-5
iqsec3b	ZDB-GENE-050420-210
nsun3	ZDB-GENE-050706-95
gabra2a	ZDB-GENE-141216-16
CR385050.3	
BX001014.1	
dusp22b	ZDB-GENE-050417-257
magi1b	ZDB-GENE-030131-5110
rpph1	ZDB-GENE-041229-3
si:dkeyp-113d7.10	ZDB-GENE-061207-80
hsc70	ZDB-GENE-040426-1221
dre-mir-9-3	
zgc:174704	ZDB-GENE-080218-5
wdr6	ZDB-GENE-081104-368
foxg1d	ZDB-GENE-080305-12
otofb	ZDB-GENE-110406-5
BX470232.1	
tnnc1a	ZDB-GENE-030523-1
wt1a	ZDB-GENE-980526-558
myom1a	ZDB-GENE-030131-2856
taar14a	ZDB-GENE-041014-30
spsb3a	ZDB-GENE-030131-4182
si:ch211-242b18.1	
si:dkey-30j22.1	
CU019663.1	
si:dkey-248g15.3	ZDB-GENE-131127-95
col6a3	ZDB-GENE-070501-8
si:ch211-113j13.2	
sting1	ZDB-GENE-120921-1
slc38a3a	ZDB-GENE-070615-25
dctn4	ZDB-GENE-050417-306
kcnq5b	ZDB-GENE-090312-178
angpt2a	ZDB-GENE-121101-1
si:dkey-84h14.4	
or133-1	
il34	ZDB-GENE-050419-150
CT583727.1	
BX248501.1	
si:ch211-271g18.1	
prlh2r	ZDB-GENE-120411-41
CU467879.1	
si:ch73-12o23.1	
mocos	ZDB-GENE-050327-94
dre-mir-181b-2	
sccpdha.1	ZDB-GENE-040718-51
lrrc59	ZDB-GENE-040426-2547
FQ377889.1	
znf143a	ZDB-GENE-041114-154
slx4	ZDB-GENE-050208-359
BX908722.2	
si:ch211-147m6.3	
mettl7a	
iffo1a	ZDB-GENE-060503-418
drosha	ZDB-GENE-070209-23
BX324181.1	
phf6	ZDB-GENE-030131-5278
CT025854.2	
atp6v1ba	ZDB-GENE-030711-3
or115-9	
slc39a6	ZDB-GENE-030131-3023
MAP3K13	
BX255907.1	
thbs1b	ZDB-GENE-020708-1
CR854913.1	
CR388206.5	
ubtd1b	ZDB-GENE-050913-62
pdgfrl	ZDB-GENE-040426-901
sorbs3	ZDB-GENE-050327-1
taar19a	ZDB-GENE-100519-3
CT956002.3	
CT827808.1	
atp8b3	ZDB-GENE-050208-424
eef2a.2	ZDB-GENE-050208-348
CU138548.7	
nup62l	ZDB-GENE-030131-8491
grin1a	ZDB-GENE-051202-1
CRACR2A	
mbd4	ZDB-GENE-040213-1
insig2	ZDB-GENE-040202-1
CR318604.1	
tmem17	ZDB-GENE-070615-15
ccdc32	ZDB-GENE-131127-581
taf4b	ZDB-GENE-070424-105
si:dkey-6f10.4	ZDB-GENE-041210-340
BX470247.1	
FO704721.1	
mpzl1l	ZDB-GENE-050417-455
si:ch211-199i15.5	
si:dkey-238o14.1	
CT573256.2	
or109-5	
si:dkeyp-82a1.6	ZDB-GENE-081105-150
cyp2ad6	ZDB-GENE-041001-157
cx28.6	
zgc:153151	ZDB-GENE-060825-103
ppef1	ZDB-GENE-080303-27
dre-mir-132-2	ZDB-MIRNAG-081211-9
rbm19	ZDB-GENE-031125-3
si:dkeyp-93a5.2	ZDB-GENE-131127-18
gdpd4a	ZDB-GENE-091204-436
ciao1	ZDB-GENE-040426-839
CU929339.2	
BX323083.3	
hcfc1a	ZDB-GENE-030912-10
prxl2c	ZDB-GENE-110914-194
si:ch211-57i17.5	ZDB-GENE-041014-39
herpud1	ZDB-GENE-050913-47
hbba2	ZDB-GENE-040801-164
si:busm1-105l16.2	ZDB-GENE-030616-108
abcd4	ZDB-GENE-050517-30
clec3ba	ZDB-GENE-110411-71
si:ch211-81a5.1	
b3gnt2a	ZDB-GENE-090312-192
clca1	ZDB-GENE-030131-6221
pcdh2ab2	ZDB-GENE-041118-2
si:dkey-93l1.4	
CR788247.1	
CU467110.1	
CT583690.1	
dnajc22	ZDB-GENE-090313-196
dpysl4	ZDB-GENE-050720-3
chid1	ZDB-GENE-030131-9169
ift52	ZDB-GENE-040614-3
BX914214.5	
BX530407.7	
si:ch73-222f22.2	
aif1l	ZDB-GENE-030131-9646
il13ra2	ZDB-GENE-030521-10
BX890544.1	
si:dkey-20i20.9	
ilrun	ZDB-GENE-050320-117
cox15	ZDB-GENE-040426-955
CR932362.1	
srsf3a	ZDB-GENE-030616-631
vps4a	ZDB-GENE-060929-388
ptp4a3b	ZDB-GENE-030131-2635
mos	ZDB-GENE-040428-3
si:dkey-27d5.10	ZDB-GENE-141216-46
CU457819.6	
idh3g	ZDB-GENE-050417-435
hoxd10a	ZDB-GENE-990415-116
CR457444.7	
CU639469.1	
BX323593.1	
tctn1	ZDB-GENE-081104-157
CR936415.1	
AL845330.1	
khsrp	ZDB-GENE-030131-4357
rgs5a	ZDB-GENE-030131-7570
si:ch211-193k19.1	
mgat4b	ZDB-GENE-040704-19
CR786566.1	
tradv3.0.3	
si:dkey-14o6.2	
ehd3	ZDB-GENE-041014-352
CABZ01102517.1	
CR354549.7	
CR391963.1	
rab20	ZDB-GENE-030131-9143
rbfox2	ZDB-GENE-040426-2464
lypla1	ZDB-GENE-050417-87
BX005445.1	
nova1	ZDB-GENE-060526-113
BX248115.1	
atp5mc3a	ZDB-GENE-040426-857
henmt1	ZDB-GENE-050417-387
dre-mir-190a	ZDB-MIRNAG-090929-169
CR589875.4	
tbc1d20	ZDB-GENE-050626-61
nkl.1	ZDB-GENE-131121-525
timm17b	ZDB-GENE-081104-144
AL954671.1	
tex10	ZDB-GENE-040426-2827
pimr200	
pdia2	ZDB-GENE-040426-705
si:dkey-63d15.12	ZDB-GENE-080303-18
CR391977.1	
si:cabz01021426.2	ZDB-GENE-161017-90
si:ch211-121j5.4	
slc12a3	ZDB-GENE-030131-9505
CR394546.2	
wasla	ZDB-GENE-070209-220
FP236594.1	
emx1	ZDB-GENE-031007-7
CU570787.1	
BX936417.1	
c1qtnf12	ZDB-GENE-061215-120
helq	ZDB-GENE-060503-421
si:ch211-15j1.1	ZDB-GENE-081031-25
ptpreb	ZDB-GENE-060503-263
ism2b	ZDB-GENE-050523-4
agmo	ZDB-GENE-040426-2207
phactr1	ZDB-GENE-101230-3
amfra	ZDB-GENE-040426-2190
mindy2	ZDB-GENE-030616-328
glra3	ZDB-GENE-020402-1
gpr37a	ZDB-GENE-131120-175
malt3	ZDB-GENE-050419-182
blnk	ZDB-GENE-040702-4
rubcnl	
pde6ga	ZDB-GENE-050522-144
sertad4	ZDB-GENE-090313-199
mhc1lga	ZDB-GENE-140820-8
ahcy	ZDB-GENE-031219-6
nub1	ZDB-GENE-080212-11
si:ch211-197l9.2	
pdzd8	ZDB-GENE-110310-2
gpr108	
parp6b	ZDB-GENE-080219-1
osbpl6	ZDB-GENE-070912-206
il17rd	ZDB-GENE-020320-5
BX510335.6	
AL935145.4	
zgc:173544	ZDB-GENE-030131-6229
si:dkey-31g6.4	
CR847870.2	
cox6a2	ZDB-GENE-040912-129
si:dkey-207b20.2	ZDB-GENE-141216-467
kbtbd12	ZDB-GENE-050904-1
en1b	ZDB-GENE-980526-6
trim66	ZDB-GENE-040724-145
si:dkey-205h13.2	ZDB-GENE-080225-18
BX908780.4	
si:dkey-238d18.15	ZDB-GENE-141216-436
CU634018.1	
kif5aa	ZDB-GENE-070912-141
si:dkey-193c22.1	ZDB-GENE-030131-7957
znfl1b	ZDB-GENE-110131-6
higd2a	ZDB-GENE-050417-119
CABZ01083937.2	
si:ch211-214c7.4	
gyg2	ZDB-GENE-080723-74
tmem63ba	ZDB-GENE-030131-4320
pimr78	
hsbp1l1	
BX510934.2	
si:dkey-238i5.3	
and2	ZDB-GENE-041105-2
tmem222a	ZDB-GENE-050306-17
CABZ01004903.2	
macroh2a2	ZDB-GENE-050913-114
BX000463.2	
BX784028.1	
scmh1	ZDB-GENE-070410-82
bmp2a	ZDB-GENE-980526-388
nhsl1a	ZDB-GENE-050411-25
ero1a	ZDB-GENE-040426-1312
mrm3a	ZDB-GENE-050417-184
atl1	ZDB-GENE-030131-8003
ckbb	ZDB-GENE-020103-2
si:ch73-299h12.8	ZDB-GENE-081031-66
CU459210.1	
sra1	ZDB-GENE-040625-6
mospd1	ZDB-GENE-040426-2691
vsig8a	ZDB-GENE-050417-338
BX248322.1	
psme4b	ZDB-GENE-100316-4
stat5a	ZDB-GENE-030820-2
CU855879.1	
adamts15a	ZDB-GENE-060526-203
BX005399.5	
si:ch73-59c19.1	
srsf7a	ZDB-GENE-040426-1798
si:dkey-260c8.8	
ca9	ZDB-GENE-080818-5
mcoln2	ZDB-GENE-040426-692
zgc:91850	ZDB-GENE-040801-211
BX000472.1	
dre-mir-19a	ZDB-MIRNAG-050103-6
BX469930.1	
CR381647.3	
BX942846.1	
CR855375.5	
si:dkeyp-27c8.2	
tas1r3	ZDB-GENE-070917-3
picalmb	ZDB-GENE-030131-6795
mnx2a	ZDB-GENE-040415-1
BX842699.1	
lta4h	ZDB-GENE-040426-2477
abca5	ZDB-GENE-050517-5
CR788303.1	
AL929378.2	
bsnd	ZDB-GENE-070705-548
micall2b	ZDB-GENE-030131-5803
si:ch211-209j10.6	ZDB-GENE-090311-44
gal3st4	ZDB-GENE-080408-1
BX465864.1	
tescb	ZDB-GENE-040426-1903
clca5.1	
BX324177.21	
si:dkey-194g4.1	ZDB-GENE-141215-40
kcnh1b	ZDB-GENE-121128-4
si:ch73-180n10.1	
si:ch211-165f21.7	
znf740b	ZDB-GENE-060929-660
enoph1	ZDB-GENE-040704-73
znf993	
als2a	ZDB-GENE-070402-2
e2f3	ZDB-GENE-070112-882
vamp1	
CT583689.1	
sun1	
il26	ZDB-GENE-060209-4
cngb3.2	
ptk6b	ZDB-GENE-060929-1150
calcoco2	ZDB-GENE-050522-346
aclya	ZDB-GENE-031113-1
dgkg	
si:dkey-4c15.9	
tspan12	ZDB-GENE-040426-1285
gabrg2	ZDB-GENE-091118-65
ubash3bb	ZDB-GENE-080724-6
ppp3ca	ZDB-GENE-091113-24
si:ch73-265h17.1	ZDB-GENE-131121-358
im:7147486	ZDB-GENE-050208-286
c3b.1	ZDB-GENE-030131-2211
lypc	ZDB-GENE-131127-361
pomgnt2	ZDB-GENE-050522-242
calhm3	ZDB-GENE-081107-70
CR848844.1	
klhdc4	ZDB-GENE-030131-2057
uqcrq	ZDB-GENE-040718-199
si:ch73-199g24.2	
alkbh6	ZDB-GENE-060407-1
ndufa4l2a	ZDB-GENE-070912-358
