gene_name,sample,start,end
mir92b,TDR118,42896993,42898694
thbs3a,TDR118,42932911,42933677
mtx1a,TDR118,42964738,42965310
nudt17,TDR118,43011090,43011636
si:dkey-7j14.5,TDR118,43025438,43026464
si:dkey-7j14.6,TDR118,43040642,43041581
rundc3b,TDR118,43076906,43078406
dbf4,TDR118,43138550,43140101
slc25a40,TDR118,43138550,43140101
vegfaa,TDR118,4317156,4318091
cldn12,TDR118,43232784,43233700
mrpl32,TDR118,43344524,43345305
psma2,TDR118,43344524,43345305
ccdc127a,TDR118,43347400,43348439
rnf144b,TDR118,43367346,43367749
rnf144b,TDR118,43368265,43369147
sqlea,TDR118,43400468,43401503
oxr1a,TDR118,43543801,43545123
zfpm2a,TDR118,44126873,44127952
dpys,TDR118,44298407,44298918
dcaf13,TDR118,44673089,44673949
zgc:101716,TDR118,44678092,44678826
upk1a,TDR118,44767447,44768077
rbm42,TDR118,44899944,44900909
cd22,TDR118,44905655,44906042
ttc29,TDR118,4496785,4497702
sult2st3,TDR118,45001427,45001996
tmem147,TDR118,45041735,45043278
gapdhs,TDR118,45069121,45070003
fxyd1,TDR118,45225121,45225714
si:dkey-33i11.4,TDR118,45235832,45236208
hpn,TDR118,45288276,45288823
hpn,TDR118,45289314,45289553
tfpt,TDR118,4531135,4532065
dnase2,TDR118,45337060,45338174
rgl2,TDR118,45398028,45398771
syngap1b,TDR118,45455705,45456552
smg5,TDR118,45693045,45693850
ntrk1,TDR118,45854578,45855531
rbm8a,TDR118,45921227,45921536
rbm8a,TDR118,45921690,45923088
otud7b,TDR118,45930465,45931748
mtmr11,TDR118,46000231,46001553
arnt,TDR118,4609215,4610441
bola1,TDR118,46205417,46206430
nr2f5,TDR118,46293912,46295361
cyp4t8,TDR118,4640074,4640794
rpz,TDR118,46401293,46402478
rpz2,TDR118,46409900,46410833
rpz6,TDR118,46429882,46430081
rpz6,TDR118,46430228,46430692
rpz3,TDR118,46459352,46459749
rpz5,TDR118,46492521,46493058
rpz4,TDR118,46497017,46498089
zgc:174938,TDR118,46572330,46573019
ubqln4,TDR118,46665513,46667321
lamtor2,TDR118,46683863,46684077
lamtor2,TDR118,46684395,46685138
rab25b,TDR118,46695249,46695787
rab11al,TDR118,46724607,46725551
LOC100535095,TDR118,46790617,46790830
mecr,TDR118,4694493,4695564
LOC100148066,TDR118,47202575,47203626
ica1,TDR118,47206537,47207499
smpdl3b,TDR118,4721428,4721811
mios,TDR118,47300892,47301543
sept7b,TDR118,47426009,47426753
sept7b,TDR118,47427310,47427587
slc25a32b,TDR118,47428066,47429152
rpa2,TDR118,4769413,4770943
ube3d,TDR118,4769413,4770943
tpbgb,TDR118,4834565,4836371
eif3ha,TDR118,48400087,48401296
rad21a,TDR118,48429470,48431091
ext1a,TDR118,48460249,48462144
pbx2,TDR118,48615922,48617448
brd2b,TDR118,48713548,48714877
si:dkey-82o10.4,TDR118,49601403,49602219
efhb,TDR118,49645892,49646878
rab5ab,TDR118,49645892,49646878
rab5ab,TDR118,49647240,49647810
ube2e2,TDR118,50006193,50007502
nr1d2a,TDR118,50088940,50089630
lim2.5,TDR118,50180938,50181137
lim2.5,TDR118,50181530,50182216
etfb,TDR118,50228725,50229696
hamp,TDR118,50289792,50290127
zgc:110372,TDR118,50433821,50434971
bckdhb,TDR118,5104803,5105760
bckdhb,TDR118,5106085,5106364
LOC567622,TDR118,51071644,51073051
ago1,TDR118,51151405,51152375
dhdds,TDR118,51154772,51155055
hmgn2,TDR118,51180008,51182178
serpinb1l1,TDR118,51271056,51272125
zgc:173729,TDR118,51288688,51288948
si:ch211-107n13.1,TDR118,51407112,51407917
si:ch211-107n13.1,TDR118,51408133,51408958
ttk,TDR118,5142420,5143512
dctn3,TDR118,5153557,5154158
elovl4a,TDR118,5155965,5157279
col27a1a,TDR118,51736336,51736961
rpl28,TDR118,51889207,51890147
rpl28,TDR118,51890487,51890843
pdcl,TDR118,51965912,51967377
soga3a,TDR118,5201549,5202909
ifnlr1,TDR118,52342989,52343613
ifnlr1,TDR118,52343656,52344087
echdc1,TDR118,5238478,5239362
fabp10a,TDR118,52511768,52512156
ubr5,TDR118,52645726,52647245
azin1a,TDR118,52732749,52733706
atp6v1c1a,TDR118,52747789,52748125
baalca,TDR118,52770653,52771492
cep72,TDR118,52846566,52847368
brd9,TDR118,52966319,52967399
trip13,TDR118,52966319,52967399
nkd2a,TDR118,52999365,53000071
nkd2b,TDR118,52999365,53000071
zgc:158766,TDR118,53125188,53126038
ptdss1a,TDR118,53277865,53279069
rbm24b,TDR118,53454378,53454685
rbm24b,TDR118,53455199,53456363
grinab,TDR118,53488735,53489893
gpatch3,TDR118,53589310,53590116
gpatch3,TDR118,53590360,53591067
sacm1lb,TDR118,53602805,53604268
ggctb,TDR118,53685184,53685454
ggctb,TDR118,53686204,53686476
znrf2b,TDR118,53799187,53800212
fzd1,TDR118,53917419,53919466
cdk14,TDR118,54093950,54094984
xrcc1,TDR118,54209287,54210802
drd2l,TDR118,54263037,54263396
drd2l,TDR118,54263720,54264323
ethe1,TDR118,54303101,54304154
osr2,TDR118,54405432,54406103
pklr,TDR118,54455434,54455666
clk2b,TDR118,54497608,54498241
fzd6,TDR118,54510879,54512352
fzd6,TDR118,54512835,54513891
spag1b,TDR118,54639386,54640723
fbxo43,TDR118,54641030,54641861
spag1b,TDR118,54641030,54641861
gnrhr3,TDR118,54690888,54691809
si:zfos-1192g2.3,TDR118,54780090,54780942
khdc4,TDR118,54799113,54800825
zbtb7b,TDR118,54809758,54810519
pabpc1a,TDR118,54828756,54830140
nr0b2a,TDR118,54875057,54875886
tmem222a,TDR118,54941977,54942629
wdtc1,TDR118,54970788,54971930
zgc:114181,TDR118,55028475,55028851
LOC792958,TDR118,55058642,55059138
azi2,TDR118,55078073,55079242
cmc1,TDR118,55121892,55123019
cmc1,TDR118,55123515,55124083
eomesb,TDR118,55168014,55168492
iqgap3,TDR118,55258685,55259656
zgc:91890,TDR118,5597246,5598164
irx2a,TDR118,562554,563462
irx2a,TDR118,564104,564419
zgc:158689,TDR118,5677596,5678550
ndufa3,TDR118,5720681,5721508
ctnnb1,TDR118,6205270,6206675
cmtm8b,TDR118,6335527,6336180
cmtm8b,TDR118,6336583,6337200
scgn,TDR118,6377493,6377800
ndufb9,TDR118,6390367,6391406
mboat1,TDR118,6424390,6425051
sox4b,TDR118,66838,69852
znf236,TDR118,6750353,6751554
mbpb,TDR118,6821632,6822519
mbpb,TDR118,6848422,6849866
eaf1,TDR118,6943471,6944849
pmvk,TDR118,6943471,6944849
bmper,TDR118,7153474,7154871
nt5c3a,TDR118,7238795,7239612
sri,TDR118,7242469,7243440
atg5,TDR118,7378830,7379540
med18,TDR118,7378830,7379540
atg5,TDR118,7380238,7380658
prdm1a,TDR118,7443096,7443598
popdc3,TDR118,7653724,7654490
bves,TDR118,7662300,7662808
cnot10,TDR118,7703000,7704439
trim71,TDR118,7791735,7793623
mir138-2,TDR118,7836081,7836492
mir138-2,TDR118,7836816,7837174
ano10a,TDR118,7984531,7986324
irx1a,TDR118,812662,812921
snrka,TDR118,8131986,8133360
irx1a,TDR118,813283,813982
pomgnt2,TDR118,8139136,8139870
entpd3,TDR118,8280687,8280953
ddc,TDR118,8342461,8342993
cobl,TDR118,8662499,8663713
prpf3,TDR118,9453132,9453761
prpf3,TDR118,9454348,9455053
ca14,TDR118,9539467,9540098
taf2,TDR118,9579949,9581031
enpp2,TDR118,9609217,9610189
mal2,TDR118,9675879,9676171
pip5k1ab,TDR118,9725772,9726585
psmd4b,TDR118,9761746,9762578
zgc:92912,TDR118,9778846,9779799
grhl2a,TDR118,9829791,9830671
ncalda,TDR118,9896767,9898122
id4,TDR118,9979373,9980611
cfl2,TDR118,10024339,10025675
baz1a,TDR118,10058532,10060248
srp54,TDR118,10073443,10074840
zgc:109986,TDR118,10073443,10074840
sec23a,TDR118,10090479,10091406
clec14a,TDR118,10238509,10238884
clec14a,TDR118,10241935,10242381
foxa1,TDR118,10317850,10318321
mipol1,TDR118,10497608,10498423
tyro3,TDR118,10501364,10501908
mgaa,TDR118,10570770,10571604
gchfr,TDR118,1063655,1064323
jmjd7,TDR118,10737735,10738441
tbpl2,TDR118,10737735,10738441
zgc:113944,TDR118,10748228,10749342
fbxo34,TDR118,10813048,10814045
lgals3b,TDR118,10837911,10838585
dact1,TDR118,11015208,11016048
irf2bpl,TDR118,11327960,11330207
arhgap11a,TDR118,113586,114439
si:ch211-185a18.2,TDR118,11367796,11368601
timm9,TDR118,11371316,11371765
timm9,TDR118,11372456,11372898
arid4a,TDR118,11417380,11419310
psma3,TDR118,11439051,11439926
efcab2,TDR118,11500105,11500775
dnajc17,TDR118,1173956,1175136
smyd3,TDR118,12057689,12058759
tfb2m,TDR118,12057689,12058759
sccpdha.2,TDR118,12138333,12138965
sccpdha.1,TDR118,12159114,12159815
actc1b,TDR118,122502,122737
snap25b,TDR118,12384882,12385558
khk,TDR118,12407968,12408884
emilin1b,TDR118,12497144,12498209
gpn1,TDR118,12657650,12659047
stmn4l,TDR118,12698346,12698596
il17a/f1,TDR118,12712374,12712802
il17a/f2,TDR118,12729981,12730188
lrrc57,TDR118,12737145,12737773
brms1la,TDR118,12763647,12764536
nfkbiab,TDR118,12942258,12943956
psma6a,TDR118,12966289,12967044
psma6a,TDR118,12967518,12968125
ppp2r3c,TDR118,13005736,13006310
ppp2r3c,TDR118,13006457,13007455
fam177a1,TDR118,13026153,13026749
fam177a1,TDR118,13027041,13027266
gemin2,TDR118,13088414,13089577
pnn,TDR118,13099295,13100606
adssl1,TDR118,1322454,1323940
zgc:77287,TDR118,132459,133173
klhdc2,TDR118,134415,136523
siva1,TDR118,1359674,1360812
jkamp,TDR118,14451020,14451841
akt1,TDR118,1452835,1453597
sdsl,TDR118,14612808,14613756
sdsl,TDR118,14614427,14615008
ppp1r13ba,TDR118,14670574,14671709
ptp4a2a,TDR118,14704261,14705314
cx28.6,TDR118,14710426,14711215
cx28.6,TDR118,14711886,14713142
rtraf,TDR118,14784092,14784588
ptger2a,TDR118,14886470,14887488
gpr137c,TDR118,14964069,14966639
ero1a,TDR118,15029054,15029772
gch1,TDR118,15148562,15149672
wdhd1,TDR118,15188734,15190041
gnpnat1,TDR118,15214725,15215557
gnpnat1,TDR118,15215981,15216227
styx,TDR118,15229052,15230653
zgc:85722,TDR118,15381889,15382855
fabp7a,TDR118,15433119,15433661
fyna,TDR118,15527893,15529023
marcksb,TDR118,15534822,15536046
col10a1a,TDR118,15546623,15547275
fhl5,TDR118,15611386,15611945
manea,TDR118,15666894,15667530
cx52.7,TDR118,15746513,15746809
rragd,TDR118,15787069,15787457
rragd,TDR118,15787937,15788454
gabrr2a,TDR118,15845347,15846048
syne3,TDR118,15898699,15899609
znf395a,TDR118,16089605,16091464
srp14,TDR118,1632037,1633268
hmbox1a,TDR118,16323867,16325367
kcnk13a,TDR118,16341815,16342721
kcnk13a,TDR118,16343355,16343702
efcab11,TDR118,16423332,16424664
foxn3,TDR118,16564920,16565664
ston2,TDR118,16753370,16754470
ston2,TDR118,16755019,16755605
dio2,TDR118,16873184,16873933
xgb,TDR118,1703022,1703552
nrxn3a,TDR118,17447456,17448081
alkbh1,TDR118,17764204,17765118
slirp,TDR118,17764204,17765118
sptlc2a,TDR118,17804276,17805203
hhipl1,TDR118,17948047,17948878
ccdc85ca,TDR118,17954802,17955985
setd3,TDR118,18031025,18032554
bcl11ba,TDR118,18117001,18118089
vrk1,TDR118,18796534,18797412
vrk1,TDR118,18797691,18798102
ak7b,TDR118,18888630,18889226
galcb,TDR118,18897254,18898276
gsc,TDR118,19344995,19345662
dicer1,TDR118,19462702,19463325
kif11,TDR118,19480270,19481574
slc22a15,TDR118,19498564,19499592
cyp26c1,TDR118,19535008,19535602
reep3a,TDR118,19625875,19626607
rgs7a,TDR118,19630128,19630667
actn2b,TDR118,20143597,20144020
mgmt,TDR118,20217347,20218467
bnip4,TDR118,20235896,20236445
smndc1,TDR118,20237527,20238440
add3b,TDR118,20286860,20287799
spint1a,TDR118,2039004,2040284
neurl1ab,TDR118,20499094,20500411
zgc:162183,TDR118,20569459,20570589
zgc:162989,TDR118,2063644,2064185
npy4r,TDR118,20638724,20638995
npy4r,TDR118,20639160,20639818
slc16a9a,TDR118,20666453,20667290
ccdc6a,TDR118,20694810,20696177
cdk1,TDR118,20922887,20923806
phyhipla,TDR118,20978095,20979333
vsx1,TDR118,21065587,21066291
entpd6,TDR118,21101794,21102411
pygb,TDR118,21125856,21126915
abhd12,TDR118,21199641,21199996
zfyve19,TDR118,2126060,2127654
hspa12a,TDR118,21277171,21278721
eno4,TDR118,21294858,21295345
shtn1,TDR118,21368055,21368843
vax1,TDR118,21406711,21407712
atp6v1ba,TDR118,21417121,21418426
vax1,TDR118,21441460,21442888
hmx2,TDR118,21783419,21784263
hmx3a,TDR118,21792453,21793340
hmx3a,TDR118,21794015,21794372
ikzf5,TDR118,21816343,21816564
ikzf5,TDR118,21816867,21817731
plekha1a,TDR118,21886719,21887054
plekha1a,TDR118,21887543,21888338
htra1a,TDR118,21918891,21919722
slc22a7b.1,TDR118,22010198,22010575
nphp1,TDR118,22071935,22072502
malb,TDR118,22102352,22102948
yipf4,TDR118,22577051,22577895
birc6-as2,TDR118,22688550,22689879
ttc27,TDR118,22759667,22761021
mir456,TDR118,22826802,22827245
rasgrp3,TDR118,23146126,23146927
ppp1r3ca,TDR118,23310413,23312462
pcgf5a,TDR118,23445848,23446931
pank1a,TDR118,23556111,23556821
mir107b,TDR118,23572733,23573470
ptena,TDR118,23673230,23674973
minpp1a,TDR118,23727199,23728073
minpp1a,TDR118,23728351,23728623
zgc:91976,TDR118,23729321,23730441
kcnk18,TDR118,23770246,23771124
slc18a2,TDR118,23781717,23782955
pex13,TDR118,23926291,23927384
b3gnt2b,TDR118,24063721,24064890
otx1,TDR118,24317257,24317866
otx1,TDR118,24318349,24318989
mdh1ab,TDR118,24438536,24439702
ugp2b,TDR118,24445131,24446641
peli1b,TDR118,24519879,24521547
zmpste24,TDR118,24603663,24605033
atp5if1b,TDR118,24612837,24613616
rpl13a,TDR118,24614775,24615685
commd9,TDR118,24618358,24618969
morn2,TDR118,24684156,24684919
znf593,TDR118,24684156,24684919
selenon,TDR118,24687007,24688169
mtfr1l,TDR118,24717098,24718487
spdya,TDR118,24809104,24810115
trmt61b,TDR118,24819813,24820871
trmt61b,TDR118,24821310,24822118
wdr43,TDR118,24821310,24822118
cx34.4,TDR118,24843434,24844099
cx35.4,TDR118,24847918,24848121
cx35.4,TDR118,24848297,24849038
hmgcl,TDR118,24865831,24866883
zbtb8a,TDR118,24877625,24878934
gale,TDR118,24890487,24892491
zgc:193593,TDR118,24919964,24920163
cln8,TDR118,25187114,25187874
ppie,TDR118,25302449,25303434
tmem54a,TDR118,25332353,25332998
zpcx,TDR118,25332353,25332998
lck,TDR118,25382182,25382675
lck,TDR118,25382939,25383150
zgc:154055,TDR118,25396879,25397467
tdh2,TDR118,25413809,25414929
srrm1,TDR118,25425730,25426820
clic4,TDR118,25444202,25446070
qrsl1,TDR118,25563089,25564124
rtn4ip1,TDR118,25563089,25564124
qrsl1,TDR118,25564700,25564930
si:ch211-214p16.1,TDR118,25587800,25588149
si:ch211-214p16.2,TDR118,25588318,25588578
iars2,TDR118,25589391,25590481
rab3gap2,TDR118,25630144,25631174
ppp1cb,TDR118,25648338,25649230
kcnh1a,TDR118,25676819,25677636
zp3.1,TDR118,2578858,2579099
hhat,TDR118,25831277,25831731
acss1,TDR118,25833071,25834773
zp3,TDR118,2583746,2584724
fam149b1,TDR118,26604264,26605081
mrpl57,TDR118,26610136,26610944
ttc7b,TDR118,26611780,26612426
calm1a,TDR118,26720511,26721172
calm1a,TDR118,26721727,26723053
pgrmc2,TDR118,26803066,26804138
asmt2,TDR118,26814315,26815877
jade1,TDR118,26827801,26829113
si:dkey-221l4.10,TDR118,26867330,26868187
rcan3,TDR118,26925896,26927200
nipal3,TDR118,26934891,26935469
cnksr1,TDR118,26947065,26948038
cnksr1,TDR118,27047714,27048717
cnksr1,TDR118,27048949,27049328
rps6ka1,TDR118,27161400,27161772
asap3,TDR118,27235116,27235952
asap3,TDR118,27236804,27237565
id3,TDR118,27272803,27273608
kcnk10b,TDR118,2734166,2734586
ythdf2,TDR118,27418317,27419453
ythdf2,TDR118,27419895,27420260
vgll2b,TDR118,27434234,27434926
pacrg,TDR118,27544864,27545362
qkia,TDR118,27722961,27723849
kdm1a,TDR118,28101311,28102663
tmem30b,TDR118,28101311,28102663
mis18bp1,TDR118,28609744,28611009
mis18bp1,TDR118,28611384,28611870
heatr5a,TDR118,28628281,28628750
hectd1,TDR118,28674952,28675162
ap4s1,TDR118,28704660,28705583
strn3,TDR118,28706648,28708063
scfd1,TDR118,28796845,28797518
g2e3,TDR118,28811025,28811901
foxg1a,TDR118,29118775,29119572
traf3,TDR118,29248289,29249565
rcor1,TDR118,29270363,29271466
ankrd9,TDR118,29275874,29277482
tecpr2,TDR118,29311582,29312636
ptpreb,TDR118,29319407,29320247
esrrga,TDR118,29877047,29877268
esrrga,TDR118,29877592,29879272
spata17,TDR118,30204328,30204783
spata17,TDR118,30205142,30205476
si:ch211-175f11.5,TDR118,30471970,30473549
tunar,TDR118,3051184,3051664
itsn2b,TDR118,30520196,30521233
tunar,TDR118,3052064,3052271
zgc:194392,TDR118,30701987,30702476
ldah,TDR118,30748789,30749506
tpp1,TDR118,30843366,30844401
yy1a,TDR118,30861976,30863387
yy1a,TDR118,30863671,30864086
degs2,TDR118,30893956,30894713
evla,TDR118,30975233,30976246
eml1,TDR118,31058391,31059194
disp2,TDR118,31184929,31185450
rpusd2,TDR118,31211474,31212529
ccdc32,TDR118,31220990,31222492
pcmtl,TDR118,31220990,31222492
prlh2r,TDR118,31237859,31239320
zgc:136872,TDR118,3126752,3127484
zgc:136872,TDR118,3128283,3128482
ivd,TDR118,31360261,31361040
itpka,TDR118,31362540,31363913
adprhl2,TDR118,31611169,31612607
si:dkey-170l10.1,TDR118,31611169,31612607
cinp,TDR118,31621446,31623078
vsx2,TDR118,31658922,31659802
vsx2,TDR118,31660563,31661385
lin52,TDR118,31694439,31695385
pomt2,TDR118,31711124,31712210
dtd2,TDR118,31718485,31719362
nubpl,TDR118,31718485,31719362
abraxas2,TDR118,31818868,31819924
abraxas2,TDR118,31820382,31820748
eef1akmt2,TDR118,31820382,31820748
klf11b,TDR118,32369676,32370451
grhl1,TDR118,32426249,32426481
ywhaqb,TDR118,32499863,32500737
gcfc2,TDR118,32530924,32531216
gcfc2,TDR118,32531432,32532245
eva1a,TDR118,32571177,32571788
xkr5b,TDR118,32620064,32621180
ctsba,TDR118,32622571,32623316
smyd2a,TDR118,32778567,32779731
snx9a,TDR118,33157721,33159136
dnajc27,TDR118,33295903,33296977
zgc:162964,TDR118,33374472,33374729
zgc:162964,TDR118,33375224,33375880
ccdc28a,TDR118,33414242,33416069
snap23.1,TDR118,33414242,33416069
snap23.2,TDR118,33433384,33433615
pth2,TDR118,33494033,33494320
fut8a,TDR118,33718956,33720103
sntg2,TDR118,3390799,3391481
gphna,TDR118,33999226,34000590
mpp5a,TDR118,34186318,34187543
eif2s1a,TDR118,34243617,34244490
id2a,TDR118,34803877,34805064
id2a,TDR118,34805423,34806203
asap2a,TDR118,35096558,35098015
itgb1bp1,TDR118,35237762,35238454
iah1,TDR118,35243408,35244521
adam17a,TDR118,35278147,35279198
rnf144aa,TDR118,35317371,35317718
rnf144aa,TDR118,35317867,35318239
rsad2,TDR118,35360883,35361474
sox11a,TDR118,35880485,35882240
colec11,TDR118,36528493,36529090
htr1b,TDR118,36587967,36589942
myo6b,TDR118,36817650,36818145
myo6b,TDR118,36818362,36818561
mapre3a,TDR118,36895913,36897024
dpysl5a,TDR118,36935835,36936816
dpysl5a,TDR118,36937152,36937384
dnmt3ab,TDR118,36987202,36989237
dnmt3ab,TDR118,37054214,37055155
dtnbb,TDR118,37151639,37152207
kif3cb,TDR118,37213656,37214297
slc30a1b,TDR118,37215419,37216587
hadhab,TDR118,37226943,37227159
hadhab,TDR118,37227790,37229352
ptgr2,TDR118,37298918,37299515
crip1,TDR118,37395114,37395667
crip2,TDR118,37474252,37475437
tmem229b,TDR118,37645629,37646349
zfp36l1a,TDR118,37795543,37796013
plekhh1,TDR118,37932138,37933385
slc25a21,TDR118,38029944,38031090
pax9,TDR118,38243871,38244387
nkx2.9,TDR118,38253761,38254172
nkx2.9,TDR118,38254731,38255138
nkx2.1,TDR118,38261854,38262856
mbip,TDR118,38295401,38296560
sptb,TDR118,38573468,38573922
slc24a4a,TDR118,38886640,38887828
crim1,TDR118,39183700,39185217
zgc:174356,TDR118,39241859,39243197
eprs,TDR118,39697267,39698336
tmx4,TDR118,3993597,3994651
hao1,TDR118,4030302,4030712
supt7l,TDR118,40878814,40880169
mrpl33,TDR118,40989847,40990609
babam2,TDR118,41081421,41082279
rbks,TDR118,41081421,41082279
babam2,TDR118,41082588,41082788
fosl2,TDR118,41302211,41304566
mocs1,TDR118,41336756,41337657
insm1b,TDR118,41463566,41465337
kiz,TDR118,41991398,41991644
kiz,TDR118,41991934,41992627
nkx2.4a,TDR118,42096732,42097634
nkx2.2a,TDR118,42212926,42213392
nkx2.2a,TDR118,42214176,42214803
nkx2.2a,TDR118,42218372,42218637
pax1a,TDR118,42274182,42274470
pax1a,TDR118,42274850,42275561
bmp2a,TDR118,4230899,4232727
gdf3,TDR118,4244962,4245558
si:dkey-208c12.2,TDR118,42563730,42564198
foxa2,TDR118,42567906,42568640
mocs3,TDR118,42841780,42842904
gskip,TDR118,43011563,43012426
gskip,TDR118,43012885,43013962
isca2,TDR118,43030999,43032117
npc2,TDR118,43030999,43032117
isca2,TDR118,43032384,43033199
napba,TDR118,4317438,4318612
plk4,TDR118,43427192,43428619
chmp3,TDR118,43468192,43468908
mrpl35,TDR118,43517179,43517671
zfyve28,TDR118,43594091,43594973
zfyve28,TDR118,43595489,43595925
rtkn2a,TDR118,43622770,43624150
adob,TDR118,43659348,43660781
egr2a,TDR118,43665729,43666636
egr2a,TDR118,43677247,43677775
crls1,TDR118,4368170,4369622
ahsa1b,TDR118,43862782,43863884
ktn1,TDR118,43926149,43927458
peli2,TDR118,44030268,44031796
otx2b,TDR118,44249421,44249873
ap5m1,TDR118,44440138,44441325
exoc5,TDR118,44440138,44441325
naa30,TDR118,44461889,44462355
naa30,TDR118,44462933,44464294
cipca,TDR118,44755837,44756548
coq6,TDR118,45009212,45010578
zgc:194887,TDR118,450780,451039
aldh6a1,TDR118,45104062,45104974
gstz1,TDR118,45106277,45106713
zgc:163014,TDR118,45125670,45126230
tmed8,TDR118,45150174,45150959
capn3a,TDR118,45305179,45305929
pacc1,TDR118,45386278,45387331
pacc1,TDR118,45387490,45387707
nenf,TDR118,45395667,45396546
tagapa,TDR118,45403767,45404879
ezra,TDR118,45412819,45413761
zgc:110783,TDR118,45472295,45473224
susd4,TDR118,45551809,45552422
vcpkmt,TDR118,45639025,45640031
zgc:162184,TDR118,45654110,45655056
arf6b,TDR118,45733466,45734801
aspg,TDR118,45737920,45738442
mir203a,TDR118,45807482,45808227
zgc:103755,TDR118,47089844,47090048
zgc:103755,TDR118,47090264,47090497
zgc:103755,TDR118,47102172,47102456
zgc:103755,TDR118,47102753,47103282
slc39a9,TDR118,48125752,48126255
slc39a9,TDR118,48126617,48127685
smoc1,TDR118,48314477,48315027
kif6,TDR118,48804445,48805462
gnmt,TDR118,48935311,48936099
hs1bp3,TDR118,48946831,48948013
tfb1m,TDR118,49279443,49280439
zgc:113176,TDR118,49281400,49282458
orc3,TDR118,49339157,49339802
orc3,TDR118,49340443,49340862
gpx2,TDR118,49348810,49349218
gpx2,TDR118,49349876,49350212
mthfd1b,TDR118,49406587,49407230
mthfd1b,TDR118,49407703,49408090
znf292a,TDR118,49438190,49439139
fcf1,TDR118,49480863,49482084
zgc:113372,TDR118,49636487,49637593
zgc:171599,TDR118,49636487,49637593
cox7a2a,TDR118,49994858,49995933
cox7a2a,TDR118,49996280,49996531
tmem30aa,TDR118,50009415,50010331
zgc:100951,TDR118,50053667,50055249
vps39,TDR118,50073048,50074779
acyp1,TDR118,50247691,50248258
syncripl,TDR118,50261063,50263039
si:ch73-50f9.4,TDR118,50310504,50311184
bmp4,TDR118,50563878,50564397
cdc5l,TDR118,5060712,5061609
fermt2,TDR118,50701672,50702480
stxbp6,TDR118,50798264,50799213
aqr,TDR118,51121161,51122083
adi1,TDR118,51223249,51225144
psen1,TDR118,51223249,51225144
eipr1,TDR118,51261971,51262681
trappc12,TDR118,51261971,51262681
eipr1,TDR118,51263405,51263668
zgc:113142,TDR118,51626649,51627088
nol10,TDR118,51681668,51682767
odc1,TDR118,51742941,51745035
exd2,TDR118,51818028,51818861
numb,TDR118,51892283,51893304
tgfb3,TDR118,52090644,52091733
esrrb,TDR118,52299767,52300267
dlst,TDR118,52524264,52524954
fam98b,TDR118,52635843,52637667
spred1,TDR118,52657871,52659356
spred1,TDR118,52659646,52659901
meis2a,TDR118,52821318,52823396
zgc:154061,TDR118,53021935,53022863
dph6,TDR118,53156002,53158014
atxn3,TDR118,53283065,53284480
asb2b,TDR118,53310416,53310708
asb2b,TDR118,53311056,53311770
exd1,TDR118,53329572,53330368
slc9a1b,TDR118,53417997,53419503
srsf10b,TDR118,53427251,53428149
mycbp,TDR118,53439423,53440466
runx2a,TDR118,5351105,5352313
supt3h,TDR118,5423497,5424296
clic5a,TDR118,5583097,5583512
enpp4,TDR118,5610050,5611243
mir133c,TDR118,5962773,5963749
mir206-2,TDR118,5967158,5967364
mir206-2,TDR118,5967896,5968113
zgc:194275,TDR118,5984852,5985607
ephx2,TDR118,6075706,6077045
chrna2a,TDR118,6079424,6080003
dusp23b,TDR118,6275058,6276764
oct2,TDR118,6347602,6349066
txlnbb,TDR118,6382210,6382879
LOC571912,TDR118,6451379,6451985
fuca2,TDR118,6451379,6451985
LOC571912,TDR118,6452367,6452812
fancm,TDR118,648181,649283
dnajc5gb,TDR118,6507916,6508563
slc5a6b,TDR118,6535455,6536460
ankrd66,TDR118,6600406,6601236
vsnl1b,TDR118,6736561,6738537
vsnl1b,TDR118,6758320,6759154
afg1la,TDR118,6765453,6766276
foxo3a,TDR118,6792551,6794145
soul3,TDR118,680490,681605
zbtb24,TDR118,6954347,6955587
zgc:172341,TDR118,6956593,6957087
slc25a47b,TDR118,725249,725864
grm1b,TDR118,7440937,7441364
fbxo30a,TDR118,7619673,7620861
utrnp,TDR118,7711721,7712095
stx11a,TDR118,7732755,7733012
zbtb2a,TDR118,7791352,7792600
zbtb2a,TDR118,7792830,7793096
rmnd1,TDR118,7818516,7819087
slc18b1,TDR118,8211040,8212575
ahi1,TDR118,8267618,8268593
lft2,TDR118,8312537,8313088
dio3a,TDR118,841306,843165
fzd3b,TDR118,8562251,8562766
ctbp2a,TDR118,8672464,8674048
ctbp2a,TDR118,8692492,8692776
ctbp2a,TDR118,8693592,8694365
tex36,TDR118,8753066,8754786
tonsl,TDR118,8799284,8799881
nkl.3,TDR118,8886359,8886746
zranb1b,TDR118,8975434,8976370
dync1h1,TDR118,945108,946207
dync1h1,TDR118,946820,947274
egln3,TDR118,9929514,9930352
sptssa,TDR118,9949485,9950471
eapp,TDR118,9962083,9962742
cyp1c2,TDR118,996243,996473
snx6,TDR118,9994712,9995832
lrrc4.2,TDR118,10297748,10298205
lrrc4.2,TDR118,10298528,10299926
mir129-3,TDR118,10670505,10670805
lepa,TDR118,10688447,10688781
rbm28,TDR118,10712948,10713609
tspan33b,TDR118,10994798,10995628
zgc:110789,TDR118,12052019,12052382
nup205,TDR118,12270200,12271682
nptnb,TDR118,1228176,1229155
